,0,1
0,-10.068093,0.26801
1,11.193631,1.2673149
2,-9.158922,1.1705273
3,-14.094643,0.23738763
4,14.24271,1.2521013
5,1.0395046,1.0534534
6,-12.136774,0.27911603
7,12.218348,1.3306565
8,-16.164587,-0.1710053
9,8.365573,1.5298715
10,15.457744,1.4139555
11,5.28117,-0.29774904
12,-4.4308743,2.2277963
13,3.530191,1.9827787
14,-1.17364,0.5063974
15,5.200743,0.18020989
16,7.5216084,-0.8350381
17,-13.00448,-0.0071654827
18,-15.383662,0.15626761
19,-0.5576442,2.0520923
20,-4.518757,0.40197715
21,5.4256577,0.56340885
22,-7.4707103,0.86230016
23,2.9152536,0.78043425
24,-2.5705087,-0.7396749
25,-3.083947,1.1637048
26,13.409305,1.7390686
27,9.690211,1.1408547
28,7.904252,-0.03448758
29,2.1040576,-0.844766
30,12.250195,1.4139702
31,2.1059134,1.8568077
32,-14.8263035,-0.050097886
33,3.2599816,-1.3876183
34,3.8187618,-1.5433706
35,3.0832043,-1.6054302
36,14.567388,1.215948
37,-5.881766,-1.2950356
38,7.2720356,-0.41152227
39,12.504769,0.45407036
40,-10.668403,-0.6510525
41,-1.1761987,1.928181
42,6.797388,1.49266
43,6.6546893,2.006752
44,14.083046,0.06313881
45,1.8270394,1.9235674
46,-5.958395,-0.8999838
47,1.2346625,-0.5078576
48,8.823794,1.6678602
49,-12.9171505,-0.19635056
50,0.83662736,2.377654
51,0.34574857,2.3859682
52,2.4181972,-1.5910918
53,4.933482,0.9931645
54,11.784883,0.50860494
55,2.0475287,-1.6693302
56,15.059699,1.3435904
57,-4.6074314,-0.4319518
58,13.698433,0.9893555
59,0.3641925,-1.5643574
60,10.062688,1.8431326
61,7.316622,1.9854954
62,11.4030695,1.7181375
63,-5.6525054,0.8344976
64,4.7012043,-1.3747962
65,10.449753,0.78315383
66,-11.163542,0.88611037
67,-0.40066367,-1.0461707
68,-13.832159,0.048565567
69,-2.7597377,-1.3327008
70,8.829935,-0.45392185
71,2.8298724,1.9674357
72,-2.3516908,-0.951504
73,9.453147,1.1226546
74,-16.121716,0.08354197
75,12.231659,0.42437962
76,2.4481373,1.231215
77,13.287084,1.6610956
78,13.211126,1.2669954
79,-1.8142586,1.5945244
80,8.100612,1.7185235
81,-8.731089,-0.60093254
82,12.135362,0.8540214
83,7.0280304,1.4523593
84,-11.282659,-1.4159765
85,-2.4019933,0.5544234
86,4.4773397,-0.773399
87,-4.653075,0.34510592
88,-11.243471,-0.2683349
89,7.2514076,0.6152086
90,5.371128,-0.5840162
91,-2.264047,-1.2410518
92,10.174014,-0.5794563
93,2.7412143,0.13340646
94,-12.174295,-1.7206248
95,3.3274689,-0.06253697
96,-14.103684,0.6315735
97,6.715081,-1.2860531
98,1.5123551,-1.1951771
99,-2.800922,1.3088908
100,-5.917785,-0.7620997
101,12.889336,2.2331443
102,0.81137365,-0.9647141
103,1.8250157,0.36844128
104,4.638458,0.87905
105,-4.9548025,1.2382119
106,-13.841582,-0.21011141
107,4.9199944,0.0245564
108,-14.656605,0.30494076
109,14.161108,1.3641914
110,-8.367714,0.030142386
111,-3.4197595,-0.48082653
112,12.643843,0.61499125
113,-0.5366871,0.88099796
114,-2.0485604,-0.65375465
115,12.210383,0.56121033
116,-0.34741813,1.4025109
117,2.0758235,1.5448989
118,6.2022333,0.15442094
119,-3.3149507,-0.05911926
120,-7.8558264,-0.99585146
121,-12.283728,-1.6449383
122,-4.760933,0.7360426
123,-2.204669,0.5347097
124,1.9009608,0.76246184
125,11.192063,2.1743426
126,-14.618565,0.069880225
127,-5.1539464,-0.3164868
128,-12.978375,0.7062653
129,-12.34579,-1.6946107
130,-5.409263,0.8575664
131,-5.6436925,1.0618174
132,7.987304,-0.5993284
133,0.6339493,0.5660779
134,10.797949,0.9563422
135,-6.4839005,0.6798635
136,-13.648858,-0.24270976
137,7.779336,-0.29770258
138,-5.8803525,1.7112119
139,11.579639,2.0634823
140,9.443656,1.7753494
141,-2.2994993,0.3037493
142,0.33900204,1.3647252
143,-10.68964,0.6774504
144,-5.2114587,0.3119613
145,-1.224607,0.43881828
146,7.4821143,0.34668732
147,-1.4932873,0.06914202
148,4.777791,0.7937644
149,-3.6005743,1.6244715
150,12.342852,0.91405624
151,-12.704646,0.39763483
152,-9.973004,0.88088363
153,-11.29101,1.1719799
154,10.905012,0.71974385
155,-13.933176,0.6890346
156,0.5808165,0.017478785
157,14.184559,0.5581279
158,12.960767,1.141384
159,-13.862365,-0.17950842
160,6.5050344,-0.33013123
161,1.880925,-0.67499745
162,-1.6707145,-1.1527066
163,4.898853,-0.7298927
164,-9.168098,-1.3534502
165,-10.886483,-1.1187365
166,-10.088596,-1.3547559
167,-13.624748,0.024885632
168,-14.023396,-0.5749141
169,-10.234736,-1.9848515
170,-2.353052,0.66071653
171,11.432952,0.7959699
172,-11.395068,-1.4385587
173,0.7147846,0.10062044
174,10.749561,0.60833603
175,10.749494,1.0670103
176,11.330647,0.46787944
177,-7.4810266,-0.35057458
178,-17.512203,0.098950185
179,-5.7608576,-1.105491
180,10.653055,0.8380676
181,-2.1972227,0.84917206
182,-3.1084945,1.2063166
183,3.489046,1.3192471
184,-13.58328,-0.18478179
185,-6.8848515,0.8381636
186,8.609451,1.1603545
187,-4.174905,-0.057221845
188,10.143397,2.1061466
189,4.2724447,-0.3278786
190,-3.8257215,1.0602984
191,14.150707,1.1112229
192,-16.518227,0.059266623
193,7.306499,-2.846252
194,4.4904175,0.8444669
195,-10.459188,1.1773422
196,11.520044,0.72042364
197,-8.977143,-0.45944038
198,0.7464966,1.1924103
199,-6.5854464,-0.34317186
200,13.381057,0.46766114
201,1.4032,-0.022592997
202,9.412043,0.49003994
203,13.801302,1.2087457
204,8.828152,0.6010855
205,-2.0721118,2.631526
206,2.4158804,1.6961298
207,-0.69030327,0.692552
208,6.594678,0.53440094
209,-5.8928456,0.9363706
210,7.575764,-1.363051
211,-9.5023155,-0.5487287
212,-7.2338405,1.3692651
213,-3.2338498,1.1069582
214,-2.5900955,-0.28357103
215,-1.5413799,0.6541542
216,-17.5642,0.09746361
217,-6.6865773,1.0923479
218,2.5993273,-0.026600804
219,1.1513671,0.65620285
220,14.489389,1.5191947
221,-0.37146586,-0.25009552
222,9.594578,0.87099403
223,-1.7950559,0.09157149
224,12.915123,1.4224573
225,-1.5750557,0.57818794
226,-6.938472,-0.15265533
227,0.039221734,0.37570873
228,-17.362022,0.10550751
229,-1.6501608,-0.35387918
230,-9.599278,-1.0938971
231,-6.9662795,0.70875466
232,-6.2268295,-0.29703093
233,1.3905332,0.023058042
234,-7.862372,-0.06310403
235,-9.049029,-1.1838236
236,0.10306457,-0.007972038
237,-4.729552,-0.75481164
238,0.107687175,-1.7452309
239,-9.676392,0.6894948
240,1.4181931,-2.4802756
241,2.0460618,0.51619416
242,11.349476,0.93928975
243,-5.582709,1.341138
244,-4.5218253,1.1616765
245,0.3229382,-0.58167017
246,7.1727705,-2.6654184
247,-4.5692825,-0.63458115
248,12.155023,0.037190493
249,1.9685217,-1.8089508
250,-11.585332,0.060566906
251,1.0416852,0.8621434
252,-16.718397,0.06708484
253,3.0229905,-0.21609464
254,2.0814798,-1.9294736
255,3.7979307,0.5226353
256,1.5826426,0.17105213
257,12.853015,1.7337437
258,-3.803338,0.8688616
259,-5.857029,-0.52053916
260,13.155128,0.23609196
261,7.263779,-2.844968
262,6.3716173,0.8471022
263,-8.0366535,0.22160664
264,8.646641,0.030047957
265,12.630787,-0.25273058
266,-8.127436,0.5926881
267,12.308227,0.47067574
268,9.90184,1.6936889
269,-10.359622,-0.7209631
270,4.275656,-1.8839597
271,-0.890461,0.55408967
272,-7.8356376,-1.1757321
273,-3.945443,0.058675595
274,-0.32798523,0.21120907
275,11.91521,1.3827475
276,12.969865,0.57477903
277,7.820401,1.5664862
278,-10.444859,0.14495678
279,-5.3739886,0.6338685
280,6.6045876,-0.4779451
281,14.235483,0.7399398
282,5.2608013,1.6749718
283,-7.473129,-1.8573946
284,12.525658,0.4009421
285,13.930522,1.072184
286,-10.644803,0.99953896
287,12.427115,1.0986366
288,-17.315266,0.1015772
289,4.9739075,0.58226824
290,-2.856198,0.40860683
291,1.0104619,2.7601025
292,-8.565687,0.66665757
293,-4.4427295,-0.21339855
294,7.632553,2.1992602
295,9.412245,0.07949406
296,-17.458464,0.10056285
297,-4.5240335,0.67943084
298,-13.936817,-0.26960832
299,13.179363,1.19439
300,5.8011603,0.44836023
301,-0.6295214,-0.2316961
302,-15.4463,0.109838076
303,-9.777718,1.0270815
304,4.1160707,-0.23124635
305,15.208912,1.3609172
306,-10.382706,-0.007692367
307,6.2382383,-1.8741574
308,1.4996214,0.31386992
309,7.8291125,0.9182988
310,-0.9221646,-0.722687
311,-9.155869,-0.17777902
312,5.7857294,-0.21090662
313,-6.900957,-0.42043975
314,12.5359955,1.7503573
315,13.585939,0.39370343
316,6.3213205,0.1512725
317,14.934095,1.4115399
318,7.6589212,-1.4676985
319,7.2374573,-2.8250296
320,-3.0462692,0.37808684
321,-3.6595984,-1.07683
322,-11.359296,0.09418518
323,7.9904375,1.611974
324,6.001026,-0.91631263
325,7.188485,0.0309354
326,0.6006073,0.19380356
327,10.938798,1.4965416
328,3.830876,0.013123894
329,15.28207,1.3582871
330,-8.435982,1.289316
331,-11.867262,0.89481694
332,-14.70936,0.043342862
333,8.387094,0.6850361
334,5.91954,0.453836
335,2.3932116,0.40337732
336,-10.358766,-1.7428006
337,-3.6108243,-0.20450331
338,-10.270551,0.72748554
339,-17.248564,0.089700475
340,2.5987139,-0.22215685
341,3.6722105,-0.41435996
342,-11.926628,-1.5117912
343,-16.268755,-0.026308982
344,10.718242,0.15027331
345,6.4052787,-0.8918708
346,0.7787599,-0.28991243
347,5.03497,-0.98346984
348,9.718134,0.4776024
349,-7.051963,0.27264884
350,5.994579,-1.0663965
351,11.724393,0.69010115
352,-2.321255,-0.008732454
353,-14.58183,0.35089874
354,1.7772968,-2.2131927
355,-4.981489,-0.47600508
356,-15.443618,0.14067535
357,13.482945,1.8472509
358,-0.97317576,1.263737
359,13.595481,0.7536399
360,-9.363914,-0.63379115
361,-5.45402,0.45954153
362,-6.981182,-0.6550173
363,-3.817263,-1.4356493
364,-11.676076,0.15813763
365,-9.981998,-1.856952
366,7.140237,-0.13727064
367,1.4147478,-0.8473687
368,-3.150485,-0.048037354
369,11.562105,-0.08709192
370,-2.8739614,-0.69630426
371,6.660195,1.9490168
372,-12.967319,0.20216927
373,7.4012313,-0.39498746
374,-3.252638,-0.48918763
375,2.1956594,0.3550614
376,2.7596426,0.94668436
377,-13.033422,0.5065594
378,3.4216163,0.34993622
379,3.5727005,-0.86394227
380,-3.8883023,0.54631376
381,-2.204263,0.26758936
382,-11.99787,0.47854555
383,-9.007656,0.22530828
384,-0.121848084,1.263454
385,12.736305,0.020760667
386,-7.0046153,-0.32589063
387,14.2009115,1.5388222
388,-5.776632,-1.0779212
389,7.021656,-0.89700025
390,-5.0274563,1.398651
391,8.521899,-1.597846
392,-2.897061,0.66923773
393,-0.55386657,0.22284456
394,-0.24145563,-1.4350854
395,7.2680883,-2.7996373
396,-1.2418904,0.27379006
397,-7.640177,1.3560202
398,-3.4591265,1.026438
399,11.894364,0.9975221
400,11.353312,1.0201086
401,13.200077,1.413716
402,9.107265,0.9901349
403,2.1299636,1.0159279
404,4.61064,0.33053043
405,7.8284783,-2.9968667
406,6.102603,1.1633465
407,15.126272,1.3657595
408,1.8429532,0.0053420286
409,1.152597,-0.3758637
410,-6.6613374,0.44406268
411,5.8492475,-0.04010377
412,-9.377365,0.4412829
413,4.183863,1.4193442
414,5.5728507,-1.0023688
415,5.270917,0.53694797
416,5.6983294,-0.3988665
417,-11.864763,-1.7267032
418,12.090412,1.9840018
419,-0.6320431,0.0050448915
420,-13.707683,0.2706363
421,1.1762544,-1.0478306
422,-10.233934,0.24647103
423,-7.4575734,0.07767035
424,12.336839,-0.6048614
425,-9.728834,-0.40695992
426,-0.181179,-1.8824345
427,-12.287564,-1.3588877
428,-17.439127,0.09006206
429,2.9498532,-0.5295064
430,-2.535405,0.28758729
431,14.942067,1.0115244
432,8.013335,0.3009094
433,-16.51095,0.18797477
434,10.776146,1.9626228
435,5.9958134,0.9621075
436,-3.2193785,-0.54433286
437,3.4194891,1.3505843
438,-6.471212,-1.1675837
439,-6.258489,0.46809268
440,-6.9268484,-1.3910966
441,1.8805068,-0.8995483
