,Training
181,0.21949166664419775
182,0.21829291763696385
183,0.217107138900567
184,0.21593412551499677
185,0.2147736764753961
186,0.2136255946320979
187,0.2124896866285173
188,0.2113657628373432
189,0.21025363729542576
190,0.20915312763770585
191,0.20806405503049605
192,0.2069862441043803
193,0.2059195228869698
194,0.20486372273572134
195,0.203818678270999
196,0.20278422730953297
197,0.2017602107984136
198,0.200746472749735
199,0.19974286017598675
200,0.19874922302628056
201,0.19776541412347928
202,0.19679128910229088
203,0.1958267063483729
204,0.1948715269384887
205,0.19392561458174506
206,0.1929888355619359
207,0.19206105868100867
208,0.1911421552036659
209,0.19023199880310757
210,0.18933046550791735
211,0.18843743365009208
212,0.1875527838142079
213,0.18667639878771808
214,0.18580816351236998
215,0.1849479650367321
216,0.18409569246981433
217,0.18325123693576886
218,0.18241449152965356
219,0.18158535127424089
220,0.18076371307785338
221,0.17994947569320727
222,0.17914253967724486
223,0.1783428073519344
224,0.17755018276601806
225,0.17676457165768744
226,0.17598588141816573
227,0.1752140210561765
228,0.17444890116327824
229,0.1736904338800433
230,0.1729385328630634
231,0.17219311325275927
232,0.17145409164197498
233,0.17072138604533976
234,0.16999491586937443
235,0.1692746018833268
236,0.1685603661907155
237,0.1678521322015644
238,0.1671498246053113
239,0.16645336934437058
240,0.16576269358833567
241,0.16507772570880275
242,0.16439839525479993
243,0.16372463292880615
244,0.16305637056334435
245,0.16239354109813342
246,0.16173607855778438
247,0.16108391803002617
248,0.16043699564444758
249,0.15979524855174104
250,0.15915861490343552
251,0.15852703383210512
252,0.15790044543204143
253,0.1572787907403764
254,0.15666201171864536
255,0.15605005123477697
256,0.15544285304549968
257,0.15484036177915436
258,0.15424252291890095
259,0.1536492827863101
260,0.15306058852532922
261,0.1524763880866132
262,0.15189663021221078
263,0.1513212644205958
264,0.15075024099203704
265,0.1501835109542954
266,0.14962102606864122
267,0.14906273881618348
268,0.14850860238450228
269,0.14795857065457768
270,0.14741259818800664
271,0.1468706402145012
272,0.14633265261966047
273,0.14579859193300934
274,0.14526841531629833
275,0.14474208055205642
276,0.14421954603239134
277,0.1437007707480312
278,0.14318571427760127
279,0.1426743367771305
280,0.14216659896978115
281,0.14166246213579656
282,0.1411618881026624
283,0.14066483923547496
284,0.14017127842751184
285,0.13968116909100076
286,0.1391944751480805
287,0.13871116102195058
288,0.13823119162820408
289,0.13775453236634
290,0.13728114911144967
291,0.1368110082060748
292,0.13634407645223187
293,0.13588032110359868
294,0.1354197098578605
295,0.13496221084921067
296,0.13450779264100265
297,0.13405642421855057
298,0.13360807498207314
299,0.13316271473977997
300,0.13272031370109413
301,0.1322808424700106
302,0.13184427203858531
303,0.13141057378055315
304,0.13097971944507134
305,0.13055168115058555
306,0.13012643137881558
307,0.12970394296885818
308,0.12928418911140493
309,0.12886714334307153
310,0.12845277954083617
311,0.1280410719165856
312,0.12763199501176506
313,0.12722552369213092
314,0.12682163314260306
315,0.12642029886221468
316,0.12602149665915838
317,0.12562520264592444
318,0.12523139323453258
319,0.12484004513185097
320,0.124451135335004
321,0.12406464112686531
322,0.12368054007163443
323,0.12329881001049522
324,0.12291942905735506
325,0.12254237559466162
326,0.12216762826929697
327,0.12179516598854669
328,0.12142496791614212
329,0.12105701346837512
330,0.12069128231028298
331,0.12032775435190217
332,0.11996640974458979
333,0.11960722887741089
334,0.11925019237359072
335,0.11889528108703025
336,0.11854247609888363
337,0.11819175871419639
338,0.11784311045860349
339,0.11749651307508509
340,0.11715194852077984
341,0.11680939896385392
342,0.11646884678042473
343,0.11613027455153851
344,0.11579366506020024
345,0.11545900128845521
346,0.115126266414521
347,0.11479544380996905
348,0.11446651703695436
349,0.11413946984549293
350,0.11381428617078573
351,0.11349095013058828
352,0.11316944602262474
353,0.11284975832204615
354,0.11253187167893128
355,0.11221577091583002
356,0.11190144102534762
357,0.11158886716776964
358,0.11127803466872677
359,0.11096892901689812
360,0.11066153586175301
361,0.11035584101133027
362,0.11005183043005376
363,0.10974949023658462
364,0.10944880670170806
365,0.10914976624625558
366,0.10885235543906027
367,0.10855656099494625
368,0.10826236977275032
369,0.107969768773376
370,0.10767874513787877
371,0.10738928614558242
372,0.10710137921222479
373,0.10681501188813596
374,0.10653017185644154
375,0.10624684693129804
376,0.10596502505615475
377,0.10568469430204362
378,0.10540584286589527
379,0.10512845906888454
380,0.10485253135479723
381,0.10457804828842698
382,0.10430499855399601
383,0.10403337095359853
384,0.10376315440566986
385,0.10349433794348137
386,0.1032269107136556
387,0.10296086197470522
388,0.10269618109559521
389,0.10243285755432678
390,0.10217088093654202
391,0.10191024093415404
392,0.10165092734399196
393,0.1013929300664703
394,0.10113623910427784
395,0.10088084456108637
396,0.10062673664027874
397,0.10037390564369626
398,0.10012234197040493
399,0.09987203611548005
400,0.09962297866880918
401,0.09937516031391276
402,0.09912857182678196
403,0.09888320407473547
404,0.09863904801529168
405,0.09839609469505696
406,0.09815433524863176
407,0.09791376089753218
408,0.09767436294912746
409,0.09743613279559299
410,0.09719906191287865
411,0.09696314185969206
412,0.09672836427649668
413,0.09649472088452446
414,0.09626220348480272
415,0.09603080395719502
416,0.09580051425945595
417,0.09557132642629936
418,0.09534323256848001
419,0.0951162248718884
420,0.09489029559665826
421,0.09466543707628704
422,0.09444164171676862
423,0.09421890199573851
424,0.09399721046163088
425,0.09377655973284772
426,0.09355694249693941
427,0.09333835150979702
428,0.09312077959485578
429,0.0929042196423096
430,0.09268866460833672
431,0.09247410751433595
432,0.0922605414461735
433,0.09204795955344039
434,0.09183635504871983
435,0.09162572120686498
436,0.09141605136428634
437,0.09120733891824916
438,0.09099957732618025
439,0.09079276010498438
440,0.0905868808303699
441,0.09038193313618355
442,0.09017791071375424
443,0.08997480731124578
444,0.08977261673301827
445,0.08957133283899804
446,0.08937094954405621
447,0.08917146081739538
448,0.0889728606819446
449,0.08877514321376251
450,0.08857830254144818
451,0.08838233284556002
452,0.08818722835804223
453,0.08799298336165887
454,0.08779959218943545
455,0.08760704922410774
456,0.08741534889757796
457,0.08722448569037801
458,0.08703445413113971
459,0.08684524879607201
460,0.08665686430844496
461,0.08646929533808036
462,0.08628253660084909
463,0.08609658285817484
464,0.08591142891654437
465,0.08572706962702388
466,0.08554349988478185
467,0.0853607146286178
468,0.08517870884049708
469,0.08499747754509177
470,0.08481701580932724
471,0.08463731874193459
472,0.08445838149300873
473,0.084280199253572
474,0.08410276725514343
475,0.0839260807693133
476,0.08375013510732313
477,0.0835749256196509
478,0.08340044769560152
479,0.08322669676290236
480,0.0830536682873038
481,0.08288135777218492
482,0.08270976075816383
483,0.08253887282271308
484,0.08236868957977965
485,0.08219920667940973
486,0.08203041980737809
487,0.08186232468482198
488,0.08169491706787961
489,0.08152819274733292
490,0.08136214754825484
491,0.08119677732966082
492,0.08103207798416456
493,0.08086804543763791
494,0.080704675648875
495,0.08054196460926034
496,0.0803799083424409
497,0.08021850290400226
498,0.08005774438114856
499,0.07989762889238626
