,Training
129,1.3115324288495671
130,1.3111256539264307
131,1.3107250422597052
132,1.3103240031453378
133,1.309935353225736
134,1.309556698484547
135,1.3091773028287446
136,1.3087992702537088
137,1.3084246437694471
138,1.308057465325414
139,1.307699618353771
140,1.3073407615954151
141,1.3069869591575995
142,1.3066381050056273
143,1.3062980686144225
144,1.3059646949639465
145,1.3056358880758059
146,1.305307663259296
147,1.3049838739132795
148,1.3046625111046373
149,1.3043435263026217
150,1.3040287664648713
151,1.3037181482039333
152,1.3034115903124195
153,1.303109013692224
154,1.3028103412864827
155,1.3025154980141482
156,1.3022244107070664
157,1.3019370080494412
158,1.3016532205195852
159,1.3013729803338523
160,1.3010962213926625
161,1.3008228792285246
162,1.300552890955971
163,1.3002861952233267
164,1.3000227321662297
165,1.2997624433628325
166,1.299505271790614
167,1.299251161784731
168,1.2990000589978528
169,1.2987519103614085
170,1.2985066640481975
171,1.2982642694363027
172,1.2980246770742565
173,1.2977878386474062
174,1.2975537069454341
175,1.2973222358309846
176,1.2970933802093536
177,1.2968670959992017
178,1.296643340104247
179,1.296422070385903
180,1.2962032456368224
181,1.295986825555314
182,1.2957727707205982
183,1.2955610425688684
184,1.2953516033701302
185,1.295144416205787
186,1.294939444946945
187,1.2947366542334096
188,1.294536009453351
189,1.2943374767236087
190,1.2941410228706174
191,1.2939466154119283
192,1.2937542225383034
193,1.2935638130963654
194,1.2933753565717805
195,1.2931888230729565
196,1.2930041833152375
197,1.2928214086055763
198,1.2926404708276704
199,1.2924613424275435
200,1.2922839963995574
201,1.2921084062728383
202,1.2919345460981067
203,1.291762390434892
204,1.2915919143391232
205,1.2914230933510804
206,1.291255903483695
207,1.2910903212111884
208,1.290926323458036
209,1.2907638875882468
210,1.2906029913949484
211,1.2904436130902661
212,1.290285731295487
213,1.2901293250315002
214,1.289974373709504
215,1.2898208571219707
216,1.2896687554338617
217,1.2895180491740839
218,1.2893687192271808
219,1.2892207468252497
220,1.2890741135400778
221,1.2889288012754934
222,1.2887847922599185
223,1.2886420690391256
224,1.2885006144691842
225,1.2883604117095964
226,1.2882214442166127
227,1.2880836957367254
228,1.2879471503003306
229,1.2878117922155565
230,1.2876776060622523
231,1.287544576686132
232,1.2874126891930684
233,1.287281928943535
234,1.2871522815471896
235,1.2870237328575926
236,1.286896268967064
237,1.286769876201666
238,1.286644541116313
239,1.2865202504900046
240,1.286396991321176
241,1.286274750823164
242,1.2861535164197861
243,1.286033275741026
244,1.2859140166188272
245,1.2857957270829876
246,1.285678395357155
247,1.2855620098549176
248,1.2854465591759914
249,1.2853320321024968
250,1.2852184175953247
251,1.2851057047905905
252,1.2849938829961705
253,1.2848829416883205
254,1.2847728705083754
255,1.2846636592595235
256,1.2845552979036587
257,1.2844477765583047
258,1.2843410854936097
259,1.2842352151294125
260,1.2841301560323737
261,1.284025898913175
262,1.28392243462378
263,1.2838197541547594
264,1.2837178486326746
265,1.283616709317523
266,1.2835163276002375
267,1.2834166950002452
268,1.283317803163078
269,1.2832196438580383
270,1.2831222089759138
271,1.2830254905267462
272,1.2829294806376457
273,1.2828341715506553
274,1.2827395556206613
275,1.2826456253133485
276,1.2825523732032003
277,1.2824597919715426
278,1.2823678744046276
279,1.2822766133917622
280,1.2821860019234723
281,1.2820960330897093
282,1.282006700078093
283,1.2819179961721925
284,1.281829914749842
285,1.281742449281494
286,1.281655593328605
287,1.2815693405420552
288,1.2814836846606028
289,1.2813986195093674
290,1.2813141389983465
291,1.2812302371209627
292,1.2811469079526399
293,1.2810641456494074
294,1.2809819444465358
295,1.2809002986571971
296,1.2808192026711538
297,1.280738650953473
298,1.2806586380432685
299,1.2805791585524653
300,1.280500207164591
301,1.28042177863359
302,1.280343867782662
303,1.2802664695031212
304,1.2801895787532824
305,1.2801131905573644
306,1.2800373000044163
307,1.2799619022472666
308,1.27988699250149
309,1.2798125660443957
310,1.2797386182140353
311,1.2796651444082285
312,1.279592140083609
313,1.2795196007546876
314,1.2794475219929342
315,1.2793758994258753
316,1.279304728736211
317,1.279234005660947
318,1.279163725990544
319,1.2790938855680807
320,1.2790244802884365
321,1.2789555060974858
322,1.2788869589913088
323,1.2788188350154168
324,1.2787511302639918
325,1.27868384087914
326,1.278616963050159
327,1.278550493012818
328,1.2784844270486522
329,1.2784187614842695
330,1.2783534926906683
331,1.278288617082571
332,1.2782241311177651
333,1.2781600312964614
334,1.278096314160658
335,1.27803297629352
336,1.2779700143187687
337,1.277907424900081
338,1.2778452047405005
339,1.2777833505818588
340,1.2777218592042061
341,1.2776607274252532
342,1.2775999520998218
343,1.277539530119306
344,1.2774794584111406
345,1.2774197339382827
346,1.277360353698698
347,1.2773013147248578
348,1.2772426140832458
349,1.2771842488738716
350,1.2771262162297932
351,1.2770685133166468
352,1.277011137332187
353,1.2769540855058314
354,1.276897355098216
355,1.2768409434007555
356,1.2767848477352135
357,1.2767290654532781
358,1.2766735939361444
359,1.276618430594106
360,1.2765635728661509
361,1.2765090182195657
362,1.2764547641495456
363,1.2764008081788116
364,1.2763471478572321
365,1.2762937807614536
366,1.276240704494535
367,1.2761879166855887
368,1.276135414989428
369,1.2760831970862196
370,1.2760312606811417
371,1.275979603504048
372,1.2759282233091371
373,1.275877117874627
374,1.2758262850024342
375,1.2757757225178594
376,1.275725428269277
377,1.27567540012783
378,1.2756256359871294
379,1.2755761337629588
380,1.2755268913929834
381,1.2754779068364632
382,1.275429178073972
383,1.2753807031071187
384,1.275332479958275
385,1.2752845066703062
386,1.2752367813063064
387,1.2751893019493372
388,1.2751420667021727
389,1.2750950736870448
390,1.2750483210453958
391,1.2750018069376328
392,1.2749555295428865
393,1.2749094870587734
394,1.274863677701162
395,1.2748180997039427
396,1.2747727513188
397,1.2747276308149897
398,1.2746827364791185
399,1.2746380666149264
400,1.2745936195430745
401,1.2745493936009333
402,1.274505387142376
403,1.2744615985375738
404,1.2744180261727953
405,1.274374668450208
406,1.2743315237876822
407,1.2742885906186006
408,1.274245867391666
409,1.2742033525707162
410,1.27416104463454
411,1.2741189420766947
412,1.2740770434053283
413,1.2740353471430022
414,1.2739938518265186
415,1.2739525560067488
416,1.2739114582484647
417,1.2738705571301725
418,1.2738298512439485
419,1.273789339195278
420,1.2737490196028955
421,1.2737088910986287
422,1.2736689523272426
423,1.2736292019462876
424,1.2735896386259489
425,1.273550261048898
426,1.2735110679101473
427,1.2734720579169048
428,1.2734332297884323
429,1.2733945822559065
430,1.2733561140622787
431,1.2733178239621399
432,1.273279710721586
433,1.2732417731180854
434,1.2732040099403479
435,1.2731664199881965
436,1.2731290020724393
437,1.273091755014745
438,1.2730546776475185
439,1.2730177688137794
440,1.2729810273670412
441,1.2729444521711935
442,1.2729080421003833
443,1.2728717960389013
444,1.2728357128810661
445,1.2727997915311138
446,1.2727640309030852
447,1.2727284299207173
448,1.2726929875173356
449,1.2726577026357466
450,1.2726225742281336
451,1.2725876012559527
452,1.27255278268983
453,1.2725181175094609
454,1.272483604703511
455,1.2724492432695171
456,1.2724150322137904
457,1.2723809705513198
458,1.2723470573056792
459,1.2723132915089328
460,1.2722796722015433
461,1.2722461984322808
462,1.272212869258134
463,1.2721796837442205
464,1.2721466409637003
465,1.2721137399976887
466,1.2720809799351718
467,1.2720483598729222
468,1.2720158789154155
469,1.2719835361747494
470,1.2719513307705617
471,1.2719192618299509
472,1.2718873284873977
473,1.2718555298846865
474,1.271823865170829
475,1.2717923335019874
476,1.2717609340414011
477,1.271729665959311
478,1.2716985284328872
479,1.2716675206461567
480,1.2716366417899325
481,1.2716058910617425
482,1.2715752676657603
483,1.2715447708127365
484,1.2715143997199316
485,1.2714841536110477
486,1.2714540317161631
487,1.2714240332716675
488,1.2713941575201964
489,1.271364403710568
490,1.2713347710977203
491,1.2713052589426483
492,1.2712758665123434
493,1.271246593079732
494,1.271217437923616
495,1.2711884003286134
496,1.2711594795850998
497,1.2711306749891502
498,1.2711019858424832
499,1.271073411452403
