,Training
332,0.9594154122198356
333,0.9597121517645035
334,0.9600070221753341
335,0.9603000395426339
336,0.9605912197586673
337,0.9608805785204833
338,0.9611681313326923
339,0.9614538935101898
340,0.9617378801808307
341,0.962020106288058
342,0.9623005865934788
343,0.9625793356793992
344,0.9628563679513022
345,0.9631316976403014
346,0.9634053388055221
347,0.9636773053364662
348,0.9639476109553191
349,0.9642162692192154
350,0.9644832935224708
351,0.9647486970987696
352,0.9650124930233107
353,0.9652746942149184
354,0.9655353134381173
355,0.9657943633051614
356,0.9660518562780378
357,0.9663078046704239
358,0.9665622206496164
359,0.9668151162384244
360,0.9670665033170268
361,0.9673163936247983
362,0.9675647987620994
363,0.9678117301920399
364,0.9680571992422011
365,0.9683012171063398
366,0.9685437948460506
367,0.9687849433924066
368,0.9690246735475583
369,0.9692629959863198
370,0.9694999212577154
371,0.9697354597865011
372,0.9699696218746559
373,0.9702024177028508
374,0.9704338573318887
375,0.9706639507041162
376,0.9708927076448134
377,0.9711201378635517
378,0.9713462509555366
379,0.9715710564029146
380,0.9717945635760629
381,0.9720167817348545
382,0.972237720029898
383,0.9724573875037532
384,0.9726757930921229
385,0.9728929456250329
386,0.9731088538279705
387,0.9733235263230173
388,0.9735369716299554
389,0.9737491981673475
390,0.9739602142536024
391,0.9741700281080169
392,0.9743786478517957
393,0.9745860815090531
394,0.9747923370077942
395,0.9749974221808761
396,0.9752013447669479
397,0.9754041124113751
398,0.9756057326671421
399,0.9758062129957343
400,0.9760055607680048
401,0.9762037832650219
402,0.9764008876788932
403,0.9765968811135841
404,0.9767917705856988
405,0.9769855630252643
406,0.9771782652764809
407,0.9773698840984633
408,0.9775604261659624
409,0.9777498980700692
410,0.9779383063189006
411,0.9781256573382723
412,0.9783119574723488
413,0.9784972129842832
414,0.9786814300568335
415,0.9788646147929673
416,0.9790467732164492
417,0.9792279112724097
418,0.979408034827899
419,0.9795871496724226
420,0.9797652615184667
421,0.9799423760020003
422,0.9801184969454656
423,0.9802936236567152
424,0.9804677609784097
425,0.9806409142198819
426,0.9808130886149925
427,0.9809842893225231
428,0.9811545214265481
429,0.9813237899367991
430,0.9814920997889967
431,0.9816594558451845
432,0.9818258628940321
433,0.9819913256511281
434,0.9821558487592531
435,0.9823194367886376
436,0.9824820942372012
437,0.9826438255307786
438,0.9828046350233226
439,0.9829645269970914
440,0.9831235056628216
441,0.9832815751598818
442,0.9834387395564049
443,0.9835950028494085
444,0.9837503689648887
445,0.9839048417579077
446,0.9840584250126514
447,0.9842111224424713
448,0.984362937689914
449,0.984513874326723
450,0.9846639358538228
451,0.9848131257012878
452,0.9849614472282843
453,0.985108903723001
454,0.9852554984025497
455,0.98540123441285
456,0.9855461148284904
457,0.9856901426525742
458,0.9858333208165333
459,0.9859756521799254
460,0.9861171395302082
461,0.9862577855824889
462,0.986397592979251
463,0.9865365642900586
464,0.9866747020112306
465,0.9868120085654927
466,0.986948486301609
467,0.9870841374939768
468,0.9872189643422038
469,0.9873529689706515
470,0.9874861534279538
471,0.9876185196865045
472,0.98775006964192
473,0.9878808051124668
474,0.9880107278384586
475,0.9881398394816233
476,0.9882681416244375
477,0.9883956357694271
478,0.9885223233384332
479,0.9886482056718415
480,0.9887732840277785
481,0.9888975595812705
482,0.9890210334233583
483,0.989143706560181
484,0.9892655799120122
485,0.9893866543122608
486,0.9895069305064224
487,0.9896264091509952
488,0.9897450908123365
489,0.9898629759654876
490,0.9899800649929402
491,0.9900963581833587
492,0.9902118557302458
493,0.9903265577305577
494,0.9904404641832666
495,0.9905535749878603
496,0.990665889942791
497,0.9907774087438579
498,0.9908881309825286
499,0.9909980561441972
