,0,1
0,-16.1756,-9.283306
1,-5.363715,-11.278237
2,-19.140728,-42.589893
3,-30.032658,-16.190123
4,-5.8581614,-12.967973
5,-4.2163725,-9.582527
6,-12.3712635,-11.136297
7,23.078033,4.065785
8,1.0720133,-0.5160204
9,19.74536,28.36315
10,23.510717,7.639358
11,-20.525536,-8.253622
12,18.897112,2.0480294
13,15.606925,33.816303
14,6.5683756,47.1347
15,-0.9017005,-7.7842927
16,14.41374,25.128008
17,14.002485,12.085331
18,22.175592,-3.5585244
19,14.179006,34.07249
20,4.702451,40.367043
21,4.4371123,-6.320517
22,10.505734,37.972023
23,-14.558983,-9.974284
24,-0.69297826,46.139828
25,-25.624924,-10.77929
26,18.923931,8.299808
27,10.052558,38.869846
28,14.646201,5.720685
29,21.89514,8.552192
30,24.761513,2.8763568
31,-13.695165,-45.29705
32,12.339061,22.676668
33,-28.159966,-27.644732
34,23.65589,17.82062
35,15.012219,-4.1476965
36,25.154198,15.739441
37,-26.051603,-30.892254
38,-24.202085,-32.618076
39,16.204105,-5.713896
40,6.7617693,0.17909864
41,-1.0297192,44.144794
42,-22.91337,-37.579903
43,-3.7600214,49.462677
44,3.32576,-4.2715664
45,15.837294,24.579258
46,4.7320027,0.73468596
47,-15.653715,-14.317469
48,-4.2114286,-9.7428255
49,-33.46989,-17.324955
50,-31.670687,-16.257114
51,-31.69625,-15.685387
52,-26.367792,-36.072952
53,13.729701,6.131335
54,16.528725,30.489594
55,-29.453857,-33.56848
56,20.66123,25.59719
57,4.692587,41.406666
58,19.287567,25.598724
59,17.693682,21.731009
60,-0.08245646,-5.3728733
61,-0.28184223,51.49782
62,19.255342,31.83591
63,-29.745333,-26.986156
64,12.305982,21.269281
65,17.93776,-2.3677416
66,-6.577109,-51.72646
67,-3.594949,50.30934
68,-12.154907,-4.871987
69,15.414695,9.256191
70,16.076233,-0.7267743
71,3.7958224,-0.26935774
72,-14.899106,-13.03314
73,18.691399,30.434608
74,-9.838457,-46.437653
75,9.699393,40.449017
76,14.372354,35.920498
77,22.058798,26.934862
78,12.403801,37.619087
79,14.4453,20.299301
80,-0.5784894,51.388954
81,15.294719,4.8248405
82,17.229748,-3.7161007
83,-6.0254254,-12.0678005
84,12.713237,19.374077
85,15.462022,-3.7416255
86,11.292404,30.672438
87,-27.826574,-26.619528
88,13.364476,18.957888
89,17.240026,26.751133
90,1.8810831,42.329758
91,-13.19318,-46.748608
92,12.839755,39.532738
93,-6.681659,51.38709
94,-30.215973,-29.373482
95,-32.782314,-19.529385
96,1.9053637,42.554306
97,12.982218,5.835955
98,-24.852295,-39.421196
99,-10.291862,-5.649786
100,1.5782776,41.329784
101,8.925853,42.78082
102,9.924105,36.144012
103,-0.7007995,48.84725
104,2.768313,48.49213
105,9.055468,-6.8504124
106,11.676043,8.9128
107,11.9931555,40.916897
108,-5.5820336,-50.8485
109,15.768447,-5.6027813
110,-7.628921,-7.8828397
111,21.329777,17.65704
112,19.7693,-3.61109
113,-3.0701916,48.90569
114,18.88596,-0.24418515
115,20.25633,27.074104
116,-13.709817,-12.59464
117,-23.981642,-13.047113
118,2.8879375,-8.467713
119,-20.376076,-39.037018
120,18.140333,9.749842
121,-30.369432,-26.72339
122,-3.3290453,50.72585
123,18.098969,21.176493
124,19.883116,10.511487
125,-10.781254,-46.61958
126,-8.743244,-47.81057
127,-20.489717,-41.41366
128,-18.594536,-43.91687
129,-19.675032,-39.899323
130,-25.979942,-37.678806
131,-20.626093,-42.932724
132,-29.780273,-25.890816
133,15.787908,26.376278
134,-5.566918,50.026688
135,-23.874306,-38.62354
136,12.700736,6.6805286
137,-21.000315,-38.596767
138,18.57569,7.8341036
139,-25.708609,-34.89283
140,21.352226,5.1900415
141,4.6612577,-8.487902
142,13.840798,7.3070574
143,-31.125437,-15.526085
144,0.3646257,43.487286
145,-2.6390748,51.069332
146,-26.974564,-21.315273
147,3.772543,46.587067
148,14.9401455,35.436676
149,-7.302132,-50.39405
150,15.239268,2.9000947
151,17.931767,8.782293
152,-7.7958875,52.602097
153,-11.463585,-45.998146
154,14.232552,-4.5864925
155,11.781818,6.808254
156,17.049194,13.369168
157,12.199638,-7.3455467
158,8.308258,-8.105045
