,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
25,-0.75390756,2.2822237,-3.3109999,5.1045747,1.3253095,-0.16079049,-1.2644598,0.622842,-1.4164119,0.6424206,-0.89975697,0.69419163,0.99230355,-0.06812739,0.3271675,-0.008671806,0.4746888,1.0808685,-0.20987791,0.2764773
26,-7.265992,0.92498106,-1.9327174,-0.9402077,-0.631757,-0.90366006,0.9668768,1.3666947,0.57729024,0.28514576,0.94506663,-0.5721789,-0.096356526,-0.33586293,-0.85953873,0.93551433,0.5808392,-0.45884988,0.8327677,0.3484048
27,-1.0978159,6.431129,-1.7846602,-1.3071012,0.7195522,-0.71545166,0.062842906,1.6288003,0.84224784,0.025055313,0.91180634,0.010682462,-0.928211,-0.8838,-0.63760316,-1.8683647,-1.055367,-0.21344814,0.16498451,-0.022303456
28,16.927011,3.8329463,-0.1087851,-0.07226209,-3.5197139,-1.4108967,-0.79075164,-0.061897054,0.034203798,-0.9507678,2.0206044,1.5681435,2.332939,-1.028985,2.2964196,-0.75373983,-1.9235222,0.98581016,0.6851192,-3.3005252
29,0.60895604,8.262599,-2.3273878,-1.1356125,-0.55220336,-0.94930667,1.2888445,0.7158652,1.7850916,1.4056727,0.28431624,0.40309042,-0.5232354,0.96687764,-0.13980404,0.542492,-0.25185427,-0.24565753,0.18190467,-1.9180368
30,0.18769908,4.6337075,1.26381,-1.4928477,-0.96213496,-0.0957631,1.2281383,0.80354595,-0.0763511,0.57849383,-2.3307023,-2.8597255,-2.0970452,0.9737357,5.9675407,1.4094081,1.5140901,0.42712697,-0.5151105,2.2633224
31,14.044622,-1.6441171,2.8352523,0.5761894,-7.869159,0.16403666,1.5271621,0.9789772,1.5071486,-0.045263954,-0.25947672,0.41831574,-0.023248598,0.7662347,-0.08248579,0.75193685,0.34104127,-1.4442569,-0.62305987,0.24620254
32,-9.289471,-4.92219,1.090125,0.031196263,0.63882095,2.023293,-1.0966693,0.28728095,-0.8350284,-0.993143,1.3193805,-0.18657148,0.027388906,0.1553051,0.69288796,-0.6542321,0.36313856,-1.1496036,-0.53581566,0.051828302
33,-9.9178705,-5.3440495,-2.7004042,4.2912307,-0.26730204,0.90860957,0.7579092,0.62444776,0.16097075,0.07549688,-0.052870367,-0.11009643,0.31538126,0.06879285,-0.26713222,0.2466629,0.391761,0.8102275,-0.09989902,0.286175
34,10.041819,-5.039838,-3.368162,-2.3688214,2.410685,-0.49615362,-2.1676896,0.93588567,0.8820291,-0.048073284,0.91438913,0.90808105,-0.5459039,-0.17812002,0.36344516,0.3651359,-1.143353,-0.14443126,-0.9787208,-0.53665817
35,-4.206196,-1.4473423,2.2031505,-0.49773827,-0.12822708,3.0515738,-1.1369826,-0.31061238,-1.3105289,0.6693926,-0.34228554,-0.359451,-0.9611246,-0.6241793,-0.63885236,0.6804937,-0.8228684,0.42675805,1.0184457,-0.19790934
36,8.743121,-9.432159,-0.80737334,-0.7499482,0.9029898,1.3126156,-2.0410743,0.62326163,-0.5971592,0.7318945,-0.07758992,-0.892734,-0.63145554,1.1033785,-0.004413537,-0.6392772,1.0830805,-0.66613543,0.5083808,-1.3794374
37,-0.528761,6.080412,-2.0056233,-1.8013233,0.73909783,-1.4057509,1.961412,2.795575,-2.8404176,-0.46082214,-1.1297872,0.4705523,2.1663353,0.9661666,0.0028925985,-0.44267803,-0.78712577,0.3803262,0.21342531,-0.2211085
38,5.3178654,-6.8911066,-2.80435,-3.4397285,3.5090394,-0.98985845,0.76924765,0.9427251,0.42513728,0.40035495,-0.83238775,1.78699,0.7630095,-1.1066774,0.7999971,0.46866304,0.7717333,-1.6402509,-0.012045339,-0.32959002
39,10.255362,-7.6394653,0.66264784,0.17863879,-4.179065,0.89180773,-2.1113398,0.82978076,-1.7748681,-2.593732,0.2090892,-0.36997533,0.31597283,-1.019155,-0.092713095,-1.8634163,0.8266449,0.86313444,0.32510334,0.094119474
40,-0.8461681,7.0386333,-1.5278755,-1.6710204,-1.343534,-1.5308553,0.8671181,0.33000028,0.78881747,0.5118963,0.31293473,0.80112606,-0.6669962,-0.8800583,-0.65479094,-1.7301117,0.02105887,-0.725363,0.35770893,-1.5414903
41,-0.02236685,2.0459888,4.2853336,1.1870431,1.5171044,-1.708655,-4.0102177,1.2855248,2.2442143,-0.5954559,-0.5353594,0.5751098,-0.6353831,1.1517427,2.3406236,-1.2432295,0.6394357,-0.9792223,-0.4291443,1.2649542
42,-1.8378989,3.568567,1.3426092,-0.6235473,0.3067908,-1.1352484,-2.7760036,-0.67198133,-0.63682353,-1.3567197,2.101678,1.7527992,-1.5748937,0.6562213,0.9104351,-0.0689521,1.0538584,-0.4626303,-0.73783153,-0.2457121
43,2.6771138,7.521816,1.5401359,-2.1279776,-0.0309889,-0.027832106,-2.8979595,-2.6798162,-1.2826966,-0.7185449,-0.6858102,0.95424473,-0.22373126,-0.1774636,1.3618667,0.07595319,0.3539056,0.75696874,-1.2033535,-0.4095819
44,-3.0861912,4.167276,-2.781103,-1.3057815,0.047746606,0.7526913,-1.6736544,1.0264429,1.0420707,0.18290812,1.118834,-0.1476627,-0.6774407,0.18833664,-0.49434552,1.1275253,-0.67220205,-0.8759893,-0.74698305,0.66623545
45,-0.77753586,5.5648203,-1.2505774,-1.6916904,-0.5379276,0.6915667,-0.2600715,0.3022483,1.315995,-0.5862563,1.2240393,-0.0705678,1.1276728,0.7669118,-0.8059829,0.4841719,0.5610542,-0.21224259,0.6709329,-0.6951482
46,-3.3339212,4.0203943,-0.5505837,-1.6136298,-0.9203294,0.64489955,1.3329017,-1.465685,0.6962114,0.37191585,0.9147959,0.08511792,-0.94510704,-0.17439339,-0.6006194,-1.8809757,-0.23274758,0.15912506,1.1286488,-0.5190558
47,-2.832649,0.51823777,1.3249155,-0.16824493,0.07884082,2.754277,-0.77943164,0.4583364,-1.1773162,0.24929877,-0.54793376,-0.6842162,-0.3165342,-0.9948115,-1.4200131,-0.15700433,0.7843773,0.38468498,-0.0043579903,0.3202681
48,-1.6550419,5.76522,-2.2314453,-1.4936703,0.16243602,1.1373641,-2.1821446,2.1131692,-0.42968136,1.4522133,-0.096557476,0.37131858,0.81463724,0.4666511,0.55562776,-0.123972364,-0.5579621,-0.2604693,-0.19500297,-0.24335217
49,5.503276,-9.383698,-1.244244,-3.0514748,1.7858863,0.8434181,-0.9004863,-1.4939651,1.0976757,-0.36582816,-0.6232633,0.8408431,-1.1424181,1.5498883,1.149185,0.3479252,-0.45307478,-0.12685293,2.133094,0.78057235
50,-1.4832674,6.2420607,-2.0566027,-1.3510563,0.057833012,-1.1466649,0.8100644,1.1275684,1.1998988,-0.7940284,1.471488,0.23553446,-0.073331535,0.028223896,0.7241743,-1.111548,-0.41716263,-0.3435855,-0.1690857,-1.134684
51,12.003917,-4.649004,1.0503706,0.17757994,-5.595498,1.3465391,-1.7980926,0.25726205,0.30394545,-0.62370586,-0.3904395,0.5122045,0.80619085,-0.04663931,-0.7876018,0.26492006,-2.3374655,-1.6860282,-0.28200793,0.33652636
52,-7.6016355,-12.050427,-1.4667274,-1.0546331,-0.43509954,1.968767,1.4202145,0.6527769,0.30811527,-0.5602652,-0.1368557,-0.6502929,1.0170528,-0.7356943,0.43820503,0.6193914,-0.7448832,0.6750371,-1.2391275,-1.479532
53,18.437098,-3.4948697,0.6189398,0.9939775,-4.9691887,-1.0362428,0.5159287,0.9310376,-1.0923985,0.32730317,0.28251812,0.74688864,-0.49993652,1.7045597,-1.3193035,-0.40954578,-1.2845323,0.561744,0.5004168,-0.028803771
54,13.527637,-4.754147,0.3374422,-1.1373152,-5.6616826,-0.6491652,1.0888487,-0.06646606,0.16594973,-1.2863749,-0.35772067,0.36922637,0.4535623,0.20386086,-0.06755575,0.3880667,-0.7097661,0.6771926,0.2656528,0.09466247
55,-2.2831972,4.880224,-1.7101579,-0.91389376,0.03228901,0.35113084,0.11160545,1.6301839,0.2157994,0.7020762,-0.2570768,0.077466406,0.17485109,0.379771,-1.0159615,0.9047584,0.7271461,0.4673727,-0.828496,0.15475011
56,-1.7965533,4.2197022,-0.29623756,-1.4574802,-0.7775665,-0.59616035,1.4787351,-2.2974255,0.24832675,0.24364951,0.2646453,-0.028866334,-0.6034887,1.0705694,-0.008832416,-1.0761381,0.07307245,0.21612453,0.5395274,-1.0153399
57,0.43627033,3.3567243,-4.2521667,7.8290873,1.5199537,-0.1613897,-2.065409,1.7166365,-1.4973633,0.48068002,-1.1286234,1.1964065,0.61582106,0.120269045,0.7049069,-0.86089885,0.62040573,-0.61953175,-0.10164212,0.17227957
58,5.3131576,-7.4321713,-3.2521677,-2.3015552,3.0925984,-0.0216654,-0.7251721,0.014657974,-0.1693416,-1.1624721,0.13351828,0.9253556,0.74654794,-1.283869,2.0026531,-0.99360317,0.79887396,-0.35872602,0.57373273,0.1908209
59,2.8327577,8.280696,1.2576549,-1.5106318,0.2971784,1.2407799,0.04320764,-2.5398166,-0.12466592,0.93482804,-0.9427349,-0.60325557,0.67140925,1.736364,0.637259,0.49414882,-1.4966508,1.1048898,0.74587774,0.19037153
60,14.824826,-3.7343547,-2.017447,0.20174728,0.61757267,-1.8852527,0.7272787,-1.0637997,-0.9281031,1.1788067,1.6447726,-1.5520885,0.51219624,1.0541734,-1.488071,-0.4113485,1.099536,0.7530271,-0.18670876,-0.5579307
61,20.134764,-4.7113585,1.8677921,1.4614322,2.8319104,-0.30425104,-0.71611387,-0.66022617,1.6692232,1.6207182,-0.5724515,-2.1001444,-3.3536148,3.1424713,2.4422514,-0.47755504,6.082122,2.182401,-0.11028422,0.7521037
62,-1.1234951,6.4528427,-1.5254239,-1.0766873,-0.74059373,-1.1651487,0.95828736,0.6764232,1.2021948,0.24039169,0.3295247,0.37695035,-0.9497014,-0.3758969,0.18412802,-0.22738427,-0.2388695,-0.8588717,0.3880164,-0.40823406
63,-1.9403005,5.9258523,-2.2803867,-1.5084687,-0.76105076,-0.6750875,1.8486357,1.2084757,1.9896796,-0.33840898,1.549599,0.32317638,0.43807304,-0.34534898,-0.73299426,-0.11811986,-0.33176187,0.55785364,0.68507695,0.13690087
64,-6.812849,-6.776777,6.8715067,1.5731474,-0.08921825,-1.1365373,0.49207795,-0.06784392,1.4878753,0.26004687,-0.27379152,-0.5022544,1.70237,0.40718663,0.98894274,-1.2440389,0.4351693,-1.3106033,0.09319565,-0.23132971
65,3.0636747,-9.178873,1.4251738,-0.92016137,-3.950689,1.8823427,-0.2717995,0.9360023,-0.55119336,-1.2723972,-0.7873477,0.11047333,0.7690561,-1.1678338,0.23178913,0.42981997,0.5646718,0.32528177,0.57757336,-1.295303
66,-3.3252795,3.658737,-0.6284705,-1.9533545,-1.1909202,0.9438571,-0.45772326,-0.06756631,1.0561538,-0.45620215,0.7728871,-0.5405177,-0.7464663,-0.7919314,-0.9575177,-0.030990716,-0.0011783756,-0.37555352,1.6827704,0.80427104
67,17.543053,-3.7855387,2.1333082,1.5349175,-4.5271535,1.9763806,-2.001104,2.5289187,-0.35818803,-0.97137654,1.780961,0.27000296,-0.13296711,0.44546196,0.47947124,-0.27216572,1.0030881,-0.49358344,1.4035598,0.1900542
68,-2.062358,2.8385851,-0.033064544,-0.9978453,-0.8171215,0.761064,0.17208911,-1.1505024,-0.42621365,0.71036345,-0.62022763,-1.0561671,0.021206165,0.38954082,-0.894274,1.3323976,-0.83197904,0.44619057,0.20884444,1.0971086
69,0.46909705,5.9257984,-0.106542714,-2.6789322,-0.49246308,0.26715532,-0.18447442,-1.1139965,-0.5173703,-0.35724014,-0.24031493,-0.7680655,1.3968835,0.6284387,0.50391114,-0.20099737,1.2151327,0.095639914,0.50118643,0.7614335
70,-0.49780214,7.2298946,-2.2222772,-1.5320104,0.11416483,-0.75993204,-0.8897713,0.97989297,1.4054704,0.24702866,1.2307853,1.0412971,-0.02066666,0.1568466,-0.45458388,-0.28609225,-0.42458755,-0.8171908,-0.0045408406,-0.12341071
71,1.2037408,6.5391183,-0.15261666,-2.3015463,-0.55685616,0.8440807,0.31459716,-1.7133464,-0.31476656,-0.22352737,-1.3710955,-0.13168485,0.911579,0.2149108,0.15873472,0.26320812,-0.027468415,0.735602,0.15122788,-1.5892111
72,-0.31287518,4.323042,-0.24505444,-2.0882652,0.95898664,1.7297605,-1.3836805,0.040980432,-2.340717,-1.7310855,0.11697159,1.0805635,2.1170387,1.1525803,-0.4296137,-1.6431077,0.2652066,0.17839499,-0.13276659,0.06269899
73,-3.1396706,-4.0087104,9.912309,1.2929193,1.6343776,-2.6072905,-1.5053443,0.8181711,1.5812322,1.2607597,-1.5221425,-0.35988912,1.1082432,0.0009892556,-0.47481814,-0.5130352,1.0818017,0.65337473,-0.40871227,-1.2116729
74,-8.953039,-4.3815594,-2.9420407,3.4328458,-0.5382511,1.2854338,-1.4545743,-0.41670907,0.9408221,-1.0983143,0.2092147,0.4398488,-0.5420046,-0.11618787,0.10462626,0.13933378,-0.5471143,-0.22874257,0.7508674,0.9295215
75,-5.4753404,-3.1615489,2.1995716,-0.078991346,-0.79356134,2.1575515,0.33587223,-0.81483483,-0.38346818,-0.46853074,-1.1365911,-0.94358766,-0.20272358,0.663301,1.7084957,-0.4395214,-0.8635744,-0.1380785,0.14209959,-0.85593605
76,-1.6055696,-1.8152901,9.152408,0.8090302,1.1490533,-2.8907967,-0.9128631,0.015364399,2.017458,0.17892598,-0.9845508,0.59521514,1.2568231,0.29817826,0.265918,0.26776445,0.31336445,0.6808525,-0.69832087,-0.7082274
77,-0.5103453,6.6762953,-1.5316384,-1.8306433,0.014917468,0.3957485,-0.9249599,-0.5039492,1.7704031,0.52213794,-0.5229187,-0.29655573,-1.0837436,0.5203817,1.6040092,0.1489601,-1.3152837,0.07106931,0.52636117,0.8601045
78,-2.3677974,2.0033243,-3.3631587,3.9391487,-0.14439261,-1.2561852,0.69930404,-0.39595374,0.5615941,-0.67218924,0.24084504,0.7203635,0.17872956,-0.3566936,-0.3193311,1.164185,0.5105019,0.52958506,-0.7122301,-0.6236523
79,-4.7789345,1.0399444,-1.50006,-0.93078744,-0.5800332,0.1518748,1.3184997,1.238901,-2.0465183,0.47487774,-0.2451978,-0.2863379,0.7322304,0.38744694,0.21331544,-0.8310398,-0.42645884,-0.4901506,0.25940272,-0.15503962
80,-2.4259753,1.8001055,1.3599074,-0.92923903,-0.61207914,1.9256266,0.3435114,-0.8253386,-0.45829415,0.39930433,-0.8575642,-1.2683455,-0.51063734,-1.2969173,-0.9181441,0.69861615,-0.087923974,0.82366425,-0.3680332,0.03564555
81,-0.39581078,6.1064887,-0.4227916,-1.5676357,-0.59281224,0.015192868,1.1667938,1.7188311,0.9585773,0.98079515,0.3257433,-0.32574672,-0.64333785,-1.6444025,-0.8994111,-1.2245548,-0.5001187,0.6521013,0.16618188,-0.67411053
82,7.055523,-5.6682105,-2.1555889,-2.3632727,1.4378442,-1.9642762,1.0627761,-1.1759933,1.1929799,0.57482356,0.11058785,-0.772795,-0.23903835,0.46670493,-0.4593188,0.04199384,-1.6956762,-0.39266455,-0.05222318,-0.5136428
83,4.192516,-6.5610604,-2.7083678,-1.9503322,2.8302193,0.4968088,-1.8462504,0.7323672,-0.8955245,-0.38713238,-0.090977445,0.9445693,-0.10665739,-1.0210087,0.07818209,0.32264218,-0.33908242,-0.6585667,0.3799531,-0.11691228
84,-3.8892202,0.5470214,2.0134516,-0.65188074,-0.024516143,-1.1603378,0.32450578,-3.3263712,0.17264271,-1.2605412,0.8565,1.7972733,-0.49409193,1.3117789,0.38737613,0.07534541,0.7121324,-1.3896991,-2.3806632,0.45445716
85,-1.8136479,-10.631089,-1.3484583,-0.93525136,-0.083788656,-0.004905422,0.33371451,-1.1236241,0.5262682,-1.5291317,0.004207737,-0.59622484,-0.11690731,-0.40999913,1.5943636,0.18786156,0.33223498,0.65983355,-0.07403744,-0.5069864
86,-1.8698071,2.6094642,-0.40782198,-1.4499338,0.23595138,1.1005872,-1.3437074,0.7874281,-1.8517818,-0.2694067,-0.40278828,-0.805725,0.75117695,0.56395745,0.17294677,1.1975454,-0.9628039,1.5455544,0.86006,0.05433856
87,5.6063566,-5.24491,-3.472345,-2.264704,3.2102125,-2.03362,0.4598694,-0.41244656,0.5224555,0.13400902,-0.7801859,0.87197834,-0.23120387,-0.8108051,1.13454,0.57460696,0.69180447,0.18637815,-0.12415274,0.53625566
88,0.43254608,1.6373167,-2.0106041,3.2622054,0.005866058,0.40817094,0.7616452,-1.0162706,-1.1561272,0.12882538,-1.8238558,1.6944164,0.42618597,-0.8336803,-0.22177674,0.2123766,-0.3446114,0.264314,0.44439545,0.4196685
89,-4.6383624,2.8945808,-1.5298132,-0.73584354,-0.75659573,0.9010323,0.92320055,1.0201318,0.78742546,0.11888001,0.29159296,-0.058539197,-0.34458092,0.23213148,-0.4568593,-0.97630227,-0.28305385,0.31114283,0.1318319,-0.9886014
90,-10.292056,-5.027936,0.49507678,0.20514704,-0.36038506,2.7950175,-1.2095774,0.8227573,-0.31311327,0.23048179,0.48121983,-0.6456277,-0.40967715,-0.20623514,-0.37465948,-0.22987473,0.113925114,-0.39886793,0.5635672,0.29896346
91,-5.6114535,-2.781886,-1.9919366,5.9181643,-0.31946185,0.55934197,0.18629585,-0.8001451,0.28779417,1.043769,-1.5064903,-0.16409506,-0.6499979,0.013410221,-0.40145016,-0.48736957,-0.16570242,-0.4100758,-1.6020701,0.6861443
92,-7.7237253,-4.8917503,-1.4289306,5.64397,0.19980592,0.77474374,0.11031993,-0.11512714,-0.5390791,0.3213885,-1.1838071,-0.36073646,-0.8550426,0.38306144,-0.5767274,-0.85791266,-0.70259523,0.29153854,0.27303877,0.08449507
93,-2.220943,4.8488116,-2.7767646,-0.893847,0.12307279,0.3579644,0.5908111,0.43637004,2.1322181,0.03351031,-0.027976865,-0.026431765,0.7345156,-0.13398919,-0.9141581,0.8210269,-0.07884224,0.45824972,-0.042968728,-0.13327557
94,5.3457894,-7.5120645,-1.8798587,-3.5450025,0.77605736,-1.4566435,1.0440629,-0.9846441,1.0331341,1.4149148,-1.5557188,-0.61060506,-1.9722328,0.15622039,1.504956,1.4183211,0.19182184,0.06257395,0.5562599,1.4016929
95,-5.750617,-2.140971,-2.9851556,4.040828,-0.759493,-0.20340005,-0.5570823,-1.4032017,1.2690805,0.0957306,-0.13776371,-0.345065,-0.55868864,0.10722517,0.91532576,0.3881448,-0.048510704,0.57878995,0.6717584,0.6812925
96,-9.541568,-5.5536876,-1.8233777,4.271617,-0.21987909,0.97819656,0.40016484,-0.6120189,-0.2789881,-0.49093196,0.13181248,-0.5369392,0.30422783,0.7991683,0.08678472,-0.07129977,-0.27045465,-0.10457716,0.17309105,1.0988505
97,10.315683,-6.1399894,-2.1249044,-1.1934868,0.982485,-0.65906227,-0.2989054,0.49892873,-0.4977893,-0.45946229,-0.14734718,-0.6118281,0.544437,-0.25357395,0.33103198,-0.7170126,1.0564197,0.8757813,0.6076402,0.48801622
98,13.786179,-3.258778,-2.7046432,0.15121827,1.8685207,-3.0545082,1.1918898,-1.7170573,0.5096216,-0.062145837,1.9151521,-1.1206285,-0.22266963,-0.5555586,-0.14384314,-1.3033987,0.08579323,1.1910121,-0.2087817,-1.3462889
99,-3.9146063,3.721066,-2.1299198,-1.0924475,-0.21871418,0.5750761,0.24466212,3.7376304,-0.16521157,1.0459869,0.4520788,-0.4085313,-0.043450043,0.4974275,-1.0276612,-0.23660895,-1.2460047,0.022259021,0.31622866,0.26539567
100,14.314552,-3.1519504,-2.5869446,-1.2964504,2.14443,-1.6588393,-0.6349407,0.2686292,0.38282278,-0.49896577,0.87682915,-0.69828475,-0.2191745,-0.25198898,1.5264429,0.889091,-0.8048535,0.7529066,0.88531613,-0.6072922
101,9.194975,-6.717023,-2.0663242,-2.640694,1.3432236,-1.3827139,0.84305984,-1.0779916,-1.1245141,-0.85614675,-0.36266118,-0.3109861,0.40104514,-0.7771699,-0.533222,-0.36668664,0.28495407,0.273426,1.181083,0.06908375
102,8.801933,-3.1313615,-3.0916615,1.1098366,4.1008945,-0.5005423,-1.2901069,-1.9471287,0.46976134,-0.08953792,2.4081461,-2.4933794,1.1078887,-0.68383485,0.60702497,0.25469217,-0.8989486,-0.76998615,-0.45354608,0.27521643
103,-0.75798625,-1.9653109,10.198326,1.2085024,0.39025334,-4.504606,-1.7135069,0.115530685,2.8815835,0.22376582,-1.4430114,0.24685153,1.7392423,-0.70227176,0.9951078,0.19889776,-0.7543742,0.26962507,0.5344,-0.1744449
104,-8.881397,-12.202849,-0.6166027,-0.33573598,0.26372844,2.006249,0.2520076,-0.37061977,0.43257695,-0.8110295,0.764546,-0.49076736,-0.10155573,0.99144816,0.32209364,0.024003068,0.3932193,0.050164383,-1.2755777,-0.5899085
105,-0.58127874,4.5386744,1.2988993,-1.6367605,0.11571297,0.62210304,-0.9202537,-1.4174832,-1.1522253,-1.2496364,1.553544,1.732552,-0.30895716,-0.5911325,-0.24359816,-1.0119255,0.36700732,-0.6143335,0.42434138,-1.1053233
